Orthogroup	Arabidopsis_thaliana.TAIR10.pep.all	Mus_musculus-Cilia_proteome
OG0011123	AT4G35375.1 pep chromosome_TAIR10_4_16817888_16818733_1 gene_AT4G35375 transcript_AT4G35375.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Exodeoxyribonuclease VII_ small subunit [Source_UniProtKB/TrEMBL;Acc_A0A1P8B7E7]	
OG0011124	AT3G46380.1 pep chromosome_TAIR10_3_17059218_17059896_-1 gene_AT3G46380 transcript_AT3G46380.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Uncharacterized protein F18L15.100 [Source_UniProtKB/TrEMBL;Acc_Q9SN99]	
OG0011125	AT4G16447.1 pep chromosome_TAIR10_4_9278694_9279393_1 gene_AT4G16447 transcript_AT4G16447.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At4g16447 [Source_UniProtKB/TrEMBL;Acc_Q29Q07]	
OG0011126	AT1G72190.1 pep chromosome_TAIR10_1_27167363_27169754_-1 gene_AT1G72190 transcript_AT1G72190.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_D-isomer specific 2-hydroxyacid dehydrogenase family protein [Source_UniProtKB/TrEMBL;Acc_F4IBQ3]	
OG0011127	AT1G01810.1 pep chromosome_TAIR10_1_295207_295859_1 gene_AT1G01810 transcript_AT1G01810.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_T1N6.23 [Source_UniProtKB/TrEMBL;Acc_Q9LQ74]	
OG0011128	AT1G03330.1 pep chromosome_TAIR10_1_817934_819563_-1 gene_AT1G03330 transcript_AT1G03330.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_LSM2 description_Sm-like protein LSM2 [Source_UniProtKB/TrEMBL;Acc_A0A178W785]	
OG0011129	AT2G26930.1 pep chromosome_TAIR10_2_11491707_11494290_-1 gene_AT2G26930 transcript_AT2G26930.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ISPE description_PDE277 [Source_UniProtKB/TrEMBL;Acc_A0A178VZZ2]	
OG0011130	AT1G74055.1 pep chromosome_TAIR10_1_27849230_27849820_1 gene_AT1G74055 transcript_AT1G74055.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At1g74055 [Source_UniProtKB/TrEMBL;Acc_Q56ZA1]	
OG0011131	AT3G32940.1 pep chromosome_TAIR10_3_13490828_13493834_-1 gene_AT3G32940 transcript_AT3G32940.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_RNA-binding KH domain-containing protein [Source_UniProtKB/TrEMBL;Acc_Q0WVW4]	
OG0011132	AT3G13940.1 pep chromosome_TAIR10_3_4600422_4602582_-1 gene_AT3G13940 transcript_AT3G13940.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_DNA binding / DNA-directed RNA polymerase [Source_UniProtKB/TrEMBL;Acc_Q9LVK6]	
OG0011133	AT4G32190.1 pep chromosome_TAIR10_4_15544800_15547857_1 gene_AT4G32190 transcript_AT4G32190.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Myosin heavy chain-related protein [Source_UniProtKB/TrEMBL;Acc_Q8H1E5]	
OG0011134	AT1G64370.1 pep chromosome_TAIR10_1_23888832_23890132_1 gene_AT1G64370 transcript_AT1G64370.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Filaggrin-like protein [Source_UniProtKB/TrEMBL;Acc_Q9C7W1]	
OG0011135	AT2G41120.1 pep chromosome_TAIR10_2_17141275_17142485_-1 gene_AT2G41120 transcript_AT2G41120.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At2g41120 [Source_UniProtKB/TrEMBL;Acc_O80675]	
OG0011136	AT5G46825.1 pep chromosome_TAIR10_5_19002045_19002499_1 gene_AT5G46825 transcript_AT5G46825.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0011137	AT3G62370.1 pep chromosome_TAIR10_3_23080706_23083528_1 gene_AT3G62370 transcript_AT3G62370.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Heme binding protein [Source_UniProtKB/TrEMBL;Acc_Q9LZQ3]	
OG0011138	AT5G17990.1 pep chromosome_TAIR10_5_5957080_5960201_1 gene_AT5G17990 transcript_AT5G17990.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PAT1 description_Anthranilate phosphoribosyltransferase_ chloroplastic [Source_UniProtKB/Swiss-Prot;Acc_Q02166]	
OG0011139	AT1G16280.1 pep chromosome_TAIR10_1_5567742_5570679_-1 gene_AT1G16280 transcript_AT1G16280.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RH36 description_DEAD-box ATP-dependent RNA helicase 36 [Source_UniProtKB/Swiss-Prot;Acc_Q9SA27]	
OG0011140	AT1G65349.1 pep chromosome_TAIR10_1_24277072_24277443_1 gene_AT1G65349 transcript_AT1G65349.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0011141	AT1G23900.2 pep chromosome_TAIR10_1_8441079_8447681_1 gene_AT1G23900 transcript_AT1G23900.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_GAMMA-ADR description_AP-1 complex subunit gamma-1 [Source_UniProtKB/Swiss-Prot;Acc_Q84K16]	
OG0011142	AT1G23900.1 pep chromosome_TAIR10_1_8441171_8447519_1 gene_AT1G23900 transcript_AT1G23900.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_GAMMA-ADR description_AP-1 complex subunit gamma-1 [Source_UniProtKB/Swiss-Prot;Acc_Q84K16]	
OG0011143	AT1G23900.3 pep chromosome_TAIR10_1_8441073_8447519_1 gene_AT1G23900 transcript_AT1G23900.3 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_GAMMA-ADR description_AP-1 complex subunit gamma-1 [Source_UniProtKB/Swiss-Prot;Acc_Q84K16]	
OG0011144	AT2G02695.1 pep chromosome_TAIR10_2_752139_754145_-1 gene_AT2G02695 transcript_AT2G02695.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0011145	AT5G11170.2 pep chromosome_TAIR10_5_3553096_3557018_1 gene_AT5G11170 transcript_AT5G11170.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RH15 description_DEAD-box ATP-dependent RNA helicase 56 [Source_UniProtKB/Swiss-Prot;Acc_Q9LFN6]	
OG0011146	AT4G21445.1 pep chromosome_TAIR10_4_11424666_11425836_1 gene_AT4G21445 transcript_AT4G21445.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At4g21445 [Source_UniProtKB/TrEMBL;Acc_Q8W1B3]	
OG0011147	AT3G51610.1 pep chromosome_TAIR10_3_19139478_19142125_-1 gene_AT3G51610 transcript_AT3G51610.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_ATP-dependent helicase/deoxyribonuclease subunit B [Source_UniProtKB/TrEMBL;Acc_Q8L776]	
OG0011148	AT1G07970.1 pep chromosome_TAIR10_1_2469218_2472806_-1 gene_AT1G07970 transcript_AT1G07970.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Cytochrome B561_ amino-terminal protein [Source_UniProtKB/TrEMBL;Acc_Q9LN10]	
OG0011149	AT2G28130.1 pep chromosome_TAIR10_2_11988358_11991617_1 gene_AT2G28130 transcript_AT2G28130.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Actin protein 2/3 complex subunit-like protein [Source_UniProtKB/TrEMBL;Acc_Q0V7S1]	
OG0011150	AT3G46820.1 pep chromosome_TAIR10_3_17241702_17244281_-1 gene_AT3G46820 transcript_AT3G46820.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_TOPP5 description_Serine/threonine-protein phosphatase [Source_UniProtKB/TrEMBL;Acc_A0A178VFV2]	
OG0011151	AT2G07659.1 pep chromosome_TAIR10_2_3481036_3482584_1 gene_AT2G07659 transcript_AT2G07659.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Transmembrane protein [Source_UniProtKB/TrEMBL;Acc_A0A1P8B2V3]	
OG0011152	AT3G44600.1 pep chromosome_TAIR10_3_16164935_16169304_-1 gene_AT3G44600 transcript_AT3G44600.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_CYP71 description_Peptidyl-prolyl cis-trans isomerase CYP71 [Source_UniProtKB/Swiss-Prot;Acc_Q8W4D0]	
OG0011153	AT1G52390.1 pep chromosome_TAIR10_1_19511968_19512279_-1 gene_AT1G52390 transcript_AT1G52390.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT1G52390]	
OG0011154	AT1G17665.1 pep chromosome_TAIR10_1_6072153_6074525_-1 gene_AT1G17665 transcript_AT1G17665.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; FUNCTIONS IN_ molecular_function unknown; INVOLVED IN_ biological_process unknown; LOCATED IN_ endomembrane system; EXPRESSED IN_ 15 plant structures; EXPRESSED DURING_ 11 growth stages; Ha. [Source_TAIR;Acc_AT1G17665]	
OG0011155	AT2G20890.1 pep chromosome_TAIR10_2_8987584_8989416_1 gene_AT2G20890 transcript_AT2G20890.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_THF1 description_THF1 [Source_UniProtKB/TrEMBL;Acc_A0A178VVV5]	
OG0011156	AT1G69670.2 pep chromosome_TAIR10_1_26202031_26204442_-1 gene_AT1G69670 transcript_AT1G69670.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_CUL3B description_Cullin-3B [Source_UniProtKB/Swiss-Prot;Acc_Q9C9L0]	
OG0011157	AT1G69670.1 pep chromosome_TAIR10_1_26201986_26204795_-1 gene_AT1G69670 transcript_AT1G69670.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_CUL3B description_Cullin-3B [Source_UniProtKB/Swiss-Prot;Acc_Q9C9L0]	
OG0011158	AT2G40205.1 pep chromosome_TAIR10_2_16792175_16792622_-1 gene_AT2G40205 transcript_AT2G40205.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RPL41G description_60S ribosomal protein L41 [Source_UniProtKB/Swiss-Prot;Acc_P62120]	
OG0011159	AT5G52655.1 pep chromosome_TAIR10_5_21357752_21358250_1 gene_AT5G52655 transcript_AT5G52655.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0011160	AT5G03690.4 pep chromosome_TAIR10_5_963148_965097_-1 gene_AT5G03690 transcript_AT5G03690.4 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_FBA4 description_Fructose-bisphosphate aldolase 4_ cytosolic [Source_UniProtKB/Swiss-Prot;Acc_F4KGQ0]	
OG0011161	AT5G03690.2 pep chromosome_TAIR10_5_963148_965327_-1 gene_AT5G03690 transcript_AT5G03690.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_FBA4 description_Fructose-bisphosphate aldolase 4_ cytosolic [Source_UniProtKB/Swiss-Prot;Acc_F4KGQ0]	
OG0011162	AT5G03690.3 pep chromosome_TAIR10_5_963148_965327_-1 gene_AT5G03690 transcript_AT5G03690.3 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_FBA4 description_Fructose-bisphosphate aldolase 4_ cytosolic [Source_UniProtKB/Swiss-Prot;Acc_F4KGQ0]	
OG0011163	AT5G03690.1 pep chromosome_TAIR10_5_963147_965136_-1 gene_AT5G03690 transcript_AT5G03690.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_FBA4 description_Fructose-bisphosphate aldolase 4_ cytosolic [Source_UniProtKB/Swiss-Prot;Acc_F4KGQ0]	
OG0011164	AT2G16015.1 pep chromosome_TAIR10_2_6970352_6970851_1 gene_AT2G16015 transcript_AT2G16015.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT2G16015]	
OG0011165	AT2G36835.1 pep chromosome_TAIR10_2_15449580_15451532_-1 gene_AT2G36835 transcript_AT2G36835.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Expressed protein [Source_UniProtKB/TrEMBL;Acc_Q8W455]	
OG0011166	AT4G19485.1 pep chromosome_TAIR10_4_10614820_10615332_1 gene_AT4G19485 transcript_AT4G19485.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0011167	AT1G55220.1 pep chromosome_TAIR10_1_20600883_20601436_-1 gene_AT1G55220 transcript_AT1G55220.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Uncharacterized protein F7A10.6 [Source_UniProtKB/TrEMBL;Acc_Q9C892]	
OG0011168	AT1G26225.1 pep chromosome_TAIR10_1_9072634_9072835_1 gene_AT1G26225 transcript_AT1G26225.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0011169	AT3G43290.1 pep chromosome_TAIR10_3_15230568_15231115_1 gene_AT3G43290 transcript_AT3G43290.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Uncharacterized protein F7K15_140 [Source_UniProtKB/TrEMBL;Acc_Q9LXK5]	
OG0011170	AT2G30985.1 pep chromosome_TAIR10_2_13186716_13187200_1 gene_AT2G30985 transcript_AT2G30985.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At2g30985 [Source_UniProtKB/TrEMBL;Acc_Q3EBR2]	
OG0011171	AT5G67265.1 pep chromosome_TAIR10_5_26839378_26839998_-1 gene_AT5G67265 transcript_AT5G67265.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein. [Source_TAIR;Acc_AT5G67265]	
OG0011172	AT2G06675.1 pep chromosome_TAIR10_2_2705042_2705476_-1 gene_AT2G06675 transcript_AT2G06675.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0011173	AT1G02705.1 pep chromosome_TAIR10_1_589584_590406_1 gene_AT1G02705 transcript_AT1G02705.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0011174	AT1G21065.1 pep chromosome_TAIR10_1_7374115_7375789_1 gene_AT1G21065 transcript_AT1G21065.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Secondary thiamine-phosphate synthase enzyme [Source_UniProtKB/TrEMBL;Acc_Q9LPU1]	
OG0011175	AT5G18070.1 pep chromosome_TAIR10_5_5980769_5983135_1 gene_AT5G18070 transcript_AT5G18070.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_DRT101 description_Phosphoacetylglucosamine mutase [Source_UniProtKB/Swiss-Prot;Acc_P57750]	
OG0011176	AT4G14870.1 pep chromosome_TAIR10_4_8517100_8517954_1 gene_AT4G14870 transcript_AT4G14870.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_SECE1 description_SECE1 [Source_UniProtKB/TrEMBL;Acc_A0A178UZ24]	
OG0011177	ATCG00360.1 pep chromosome_TAIR10_Pt_42584_43751_-1 gene_ATCG00360 transcript_ATCG00360.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_YCF3 description_Tetratricopeptide repeat _TPR_-like superfamily protein [Source_TAIR;Acc_ATCG00360]	
OG0011178	AT3G22210.1 pep chromosome_TAIR10_3_7838784_7839467_-1 gene_AT3G22210 transcript_AT3G22210.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At3g22210 [Source_UniProtKB/TrEMBL;Acc_Q8LA01]	
OG0011179	AT3G09085.1 pep chromosome_TAIR10_3_2782133_2782740_1 gene_AT3G09085 transcript_AT3G09085.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At3g09085 [Source_UniProtKB/TrEMBL;Acc_Q8LDK7]	
OG0011180	AT1G30380.1 pep chromosome_TAIR10_1_10722183_10723247_1 gene_AT1G30380 transcript_AT1G30380.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PSAK description_Photosystem I reaction center subunit psaK_ chloroplastic [Source_UniProtKB/Swiss-Prot;Acc_Q9SUI5]	
OG0011181	AT4G24920.2 pep chromosome_TAIR10_4_12819317_12820968_-1 gene_AT4G24920 transcript_AT4G24920.2 gene_biotype_protein_coding transcript_biotype_protein_coding description_secE/sec61-gamma protein transport protein [Source_TAIR;Acc_AT4G24920]	
OG0011182	AT5G14140.1 pep chromosome_TAIR10_5_4561449_4563893_1 gene_AT5G14140 transcript_AT5G14140.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Nucleic acid binding / zinc ion binding protein [Source_UniProtKB/TrEMBL;Acc_Q0WRF4]	
OG0011183	AT1G26976.1 pep chromosome_TAIR10_1_9364749_9365610_1 gene_AT1G26976 transcript_AT1G26976.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; FUNCTIONS IN_ molecular_function unknown; INVOLVED IN_ biological_process unknown; LOCATED IN_ cellular_component unknown; Ha. [Source_TAIR;Acc_AT1G26976]	
OG0011184	AT5G57887.1 pep chromosome_TAIR10_5_23446721_23447249_1 gene_AT5G57887 transcript_AT5G57887.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Putative uncharacterized protein At5g57887 [Source_UniProtKB/TrEMBL;Acc_Q8GWP9]	
OG0011185	AT1G21700.1 pep chromosome_TAIR10_1_7620001_7624166_-1 gene_AT1G21700 transcript_AT1G21700.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_SWI3C description_SWI/SNF complex subunit SWI3C [Source_UniProtKB/Swiss-Prot;Acc_Q9XI07]	
OG0011186	AT5G53800.1 pep chromosome_TAIR10_5_21848035_21850111_1 gene_AT5G53800 transcript_AT5G53800.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT5G53800]	
OG0011187	AT4G13200.1 pep chromosome_TAIR10_4_7668067_7669250_-1 gene_AT4G13200 transcript_AT4G13200.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Uncharacterized protein At4g13200_ chloroplastic [Source_UniProtKB/Swiss-Prot;Acc_Q8LDV3]	
OG0011188	AT5G57880.1 pep chromosome_TAIR10_5_23443962_23447244_1 gene_AT5G57880 transcript_AT5G57880.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_MPS1 description_Protein MULTIPOLAR SPINDLE 1 [Source_UniProtKB/Swiss-Prot;Acc_F4KDF5]	
OG0011189	AT2G18450.1 pep chromosome_TAIR10_2_7997344_8000825_-1 gene_AT2G18450 transcript_AT2G18450.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_SDH1-2 description_Succinate dehydrogenase [ubiquinone] flavoprotein subunit_ mitochondrial [Source_UniProtKB/TrEMBL;Acc_A0A178VRF6]	
OG0011190	AT2G38000.1 pep chromosome_TAIR10_2_15903125_15905391_-1 gene_AT2G38000 transcript_AT2G38000.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Chaperone protein dnaJ-like protein [Source_UniProtKB/TrEMBL;Acc_Q9SH87]	
OG0011191	AT1G16790.1 pep chromosome_TAIR10_1_5744335_5745259_1 gene_AT1G16790 transcript_AT1G16790.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_At1g16790 [Source_UniProtKB/TrEMBL;Acc_Q6NQG3]	
OG0011192	AT1G30750.1 pep chromosome_TAIR10_1_10904775_10905724_-1 gene_AT1G30750 transcript_AT1G30750.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_TPRXL [Source_UniProtKB/TrEMBL;Acc_Q949S2]	
OG0011193	AT1G36180.1 pep chromosome_TAIR10_1_13545972_13558600_1 gene_AT1G36180 transcript_AT1G36180.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ACC2 description_Acetyl-CoA carboxylase 2 [Source_UniProtKB/Swiss-Prot;Acc_F4I1L3]	
OG0011194	AT1G76465.1 pep chromosome_TAIR10_1_28688781_28689163_1 gene_AT1G76465 transcript_AT1G76465.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0011195	AT1G27555.1 pep chromosome_TAIR10_1_9570397_9570962_1 gene_AT1G27555 transcript_AT1G27555.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0011196	AT3G46750.1 pep chromosome_TAIR10_3_17219741_17221772_1 gene_AT3G46750 transcript_AT3G46750.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Low-temperature-induced protein [Source_UniProtKB/TrEMBL;Acc_Q5XVB0]	
OG0011197	AT5G04910.1 pep chromosome_TAIR10_5_1437563_1438978_1 gene_AT5G04910 transcript_AT5G04910.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_DNA repair REX1-B protein [Source_UniProtKB/TrEMBL;Acc_Q1PE01]	
OG0011198	AT1G67740.1 pep chromosome_TAIR10_1_25394031_25395249_-1 gene_AT1G67740 transcript_AT1G67740.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PSBY description_Putative uncharacterized protein [Source_UniProtKB/TrEMBL;Acc_Q549N8]	
OG0011199	AT2G31260.1 pep chromosome_TAIR10_2_13321833_13327496_-1 gene_AT2G31260 transcript_AT2G31260.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_ATG9 description_Autophagy-related protein 9 [Source_UniProtKB/Swiss-Prot;Acc_Q8RUS5]	
OG0011200	AT1G01840.1 pep chromosome_TAIR10_1_303537_304358_1 gene_AT1G01840 transcript_AT1G01840.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_AP2-like ethylene-responsive transcription factor SNZ [Source_UniProtKB/TrEMBL;Acc_Q9LQ71]	
OG0011201	AT4G31260.1 pep chromosome_TAIR10_4_15182593_15183006_-1 gene_AT4G31260 transcript_AT4G31260.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT4G31260]	
OG0011202	AT3G50925.1 pep chromosome_TAIR10_3_18925658_18926083_-1 gene_AT3G50925 transcript_AT3G50925.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Putative defensin-like protein 168 [Source_UniProtKB/Swiss-Prot;Acc_Q2V3Q1]	
OG0011203	AT2G10545.1 pep chromosome_TAIR10_2_4089648_4090671_1 gene_AT2G10545 transcript_AT2G10545.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Transmembrane protein [Source_UniProtKB/TrEMBL;Acc_A0A1P8B2L3]	
OG0011204	AT4G15025.1 pep chromosome_TAIR10_4_8575406_8575687_-1 gene_AT4G15025 transcript_AT4G15025.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0011205	AT1G48300.1 pep chromosome_TAIR10_1_17847042_17848338_1 gene_AT1G48300 transcript_AT1G48300.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; FUNCTIONS IN_ molecular_function unknown; INVOLVED IN_ biological_process unknown; LOCATED IN_ endomembrane system; EXPRESSED IN_ 24 plant structures; EXPRESSED DURING_ 15 growth stages; Ha. [Source_TAIR;Acc_AT1G48300]	
OG0011206	AT5G64905.1 pep chromosome_TAIR10_5_25939562_25940080_1 gene_AT5G64905 transcript_AT5G64905.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PEP3 description_Elicitor peptide 3 [Source_UniProtKB/Swiss-Prot;Acc_Q8LAX3]	
OG0011207	AT2G37035.1 pep chromosome_TAIR10_2_15554917_15556835_-1 gene_AT2G37035 transcript_AT2G37035.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT2G37035]	
OG0011208	AT2G11891.1 pep chromosome_TAIR10_2_4804391_4804558_1 gene_AT2G11891 transcript_AT2G11891.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT2G11891]	
OG0011209	AT2G40085.1 pep chromosome_TAIR10_2_16736317_16737294_-1 gene_AT2G40085 transcript_AT2G40085.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT2G40085]	
OG0011210	AT1G48630.1 pep chromosome_TAIR10_1_17981636_17983377_-1 gene_AT1G48630 transcript_AT1G48630.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_RACK1B description_RACK1B_AT [Source_UniProtKB/TrEMBL;Acc_A0A178W908]	
OG0011211	AT5G43260.1 pep chromosome_TAIR10_5_17357377_17358340_-1 gene_AT5G43260 transcript_AT5G43260.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Chaperone protein dnaJ-like protein [Source_UniProtKB/TrEMBL;Acc_Q94CB5]	
OG0011212	AT4G33650.1 pep chromosome_TAIR10_4_16160838_16166994_1 gene_AT4G33650 transcript_AT4G33650.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_DRP3A description_NOXY15 [Source_UniProtKB/TrEMBL;Acc_A0A178UUQ6]	
OG0011213	AT4G33650.2 pep chromosome_TAIR10_4_16160824_16166915_1 gene_AT4G33650 transcript_AT4G33650.2 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_DRP3A description_NOXY15 [Source_UniProtKB/TrEMBL;Acc_A0A178UUQ6]	
OG0011214	AT1G28335.1 pep chromosome_TAIR10_1_9937001_9937755_1 gene_AT1G28335 transcript_AT1G28335.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_LCR31 description_Putative uncharacterized protein [Source_UniProtKB/TrEMBL;Acc_A7REE6]	
OG0011215	AT5G18404.1 pep chromosome_TAIR10_5_6096149_6096592_1 gene_AT5G18404 transcript_AT5G18404.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT5G18404]	
OG0011216	AT2G34980.1 pep chromosome_TAIR10_2_14748877_14749878_1 gene_AT2G34980 transcript_AT2G34980.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_PIGC description_Phosphatidylinositol N-acetylglucosaminyltransferase subunit C [Source_UniProtKB/Swiss-Prot;Acc_O64761]	
OG0011217	AT5G40315.1 pep chromosome_TAIR10_5_16119247_16119258_1 gene_AT5G40315 transcript_AT5G40315.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0011218	AT5G10435.1 pep chromosome_TAIR10_5_3277589_3278173_1 gene_AT5G10435 transcript_AT5G10435.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Transmembrane protein [Source_UniProtKB/TrEMBL;Acc_A0A1P8BC53]	
OG0011219	AT4G30050.1 pep chromosome_TAIR10_4_14687029_14687776_-1 gene_AT4G30050 transcript_AT4G30050.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Expressed protein [Source_UniProtKB/TrEMBL;Acc_Q5BPK3]	
OG0011220	AT3G01572.1 pep chromosome_TAIR10_3_222968_223081_-1 gene_AT3G01572 transcript_AT3G01572.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; Ha. [Source_TAIR;Acc_AT3G01572]	
OG0011221	AT3G59400.1 pep chromosome_TAIR10_3_21948501_21949796_-1 gene_AT3G59400 transcript_AT3G59400.1 gene_biotype_protein_coding transcript_biotype_protein_coding gene_symbol_GUN4 description_Tetrapyrrole-binding protein_ chloroplastic [Source_UniProtKB/Swiss-Prot;Acc_Q9LX31]	
OG0011222	AT4G16030.1 pep chromosome_TAIR10_4_9083447_9084727_1 gene_AT4G16030 transcript_AT4G16030.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_Probable ribosomal protein [Source_UniProtKB/TrEMBL;Acc_Q680Q9]	
OG0011223	AT2G07648.1 pep chromosome_TAIR10_2_3431244_3431844_-1 gene_AT2G07648 transcript_AT2G07648.1 gene_biotype_protein_coding transcript_biotype_protein_coding	
OG0011224	AT1G64561.1 pep chromosome_TAIR10_1_23974041_23974789_-1 gene_AT1G64561 transcript_AT1G64561.1 gene_biotype_protein_coding transcript_biotype_protein_coding description_unknown protein; FUNCTIONS IN_ molecular_function unknown; INVOLVED IN_ biological_process unknown; LOCATED IN_ chloroplast; Ha. [Source_TAIR;Acc_AT1G64561]	
